Nom;Fonction;Adresse;Tel;Site Web
Comm On Board;Consultante en communication et RH;Saint-Quentin (02100);0674638383;http://www.commonboard.fr
Facil'Admi;Secrétaire indépendante / Assistante Personnelle;Sauvagnon (64230);0664864664;http://faciladmi.fr/
SEB INFORMATIQUE;Technicien vendeur en informatique;4 place du rayon d'or Saint-Crespin-sur-Moine (49230);0768937019;https://www.sebinformatique.com/
SABRINA SERVICES;Traductrice - Télésecrétaire - Rédactrice-correctrice - Formatrice.;Paris 8 (75008);0685135904;http://www.sabrina.secretairepro.sitew.com
Reparatoo;Dépannage informatique & électronique;Roches-Prémarie-Andillé (86340);0640844228;
XF Informatique;Informatique;Monflanquin (47150);0695484249;https://xfinformatique.fr/
Authenticorpsetsanté;Psycho socio-esthéticienne;Châtillon (92320);;
AT HOME;Assistante de gestion;La Chapelle-en-Serval (60520);;https://www.home-secretariat.fr/
lv-photographies;photographes de reportages;avenue du stade Scionzier (74950);0684198633;http://lv-photographies.over-blog.com
AAJ;Assistante juridique;PLAISIR (78370);;
JMT SERVICES;Votre métier;Moulins-lès-Metz (57160);;
Marie Line PAPAI;secrétaire indépendante;20 BIS AVENUE DE L'EST Bondy (93140);+33646512297;
Grace Delobel;Traduction (FR -> ANG);Claret (34270);;
Caroline Rotard;Traductrice;La Sauvagère Oudon (44521);0635022862;
ALIBAY BANDJEE JAULFIKAR;Votre métier  APPORTEUR D'AFFAIRES  - AUTOENTREPRENEUR -;Rosny-sous-Bois (93110);0686459563;
BORDEAU Marie-Hélène;Conseil en formation;Estrées-Saint-Denis (60190);0614732104;
MT PEINTURE;Peintre;24 rue Vincent Scotto Illkirch-Graffenstaden (67400);0635258249;
SILVEYE Conseil;Web Architect;Paris 1 (75001);;
ASSIST&COM;Assistance gestion administrative, commerciale et financière;Paris 1 (75001);0641223881;http://assistandcom.com/
CYP Gestion;Assistante gestion PME PMI;22, avenue du champ de Mars Saint-Symphorien-d'Ozon (69360);0645504759;
Touline - Île de Ré;Noueur - Mateloteur;Rivedoux-Plage (17940);;http://www.touline-iledere.fr
B. C. R.;Secrétariat Indépendant;10 rue de Herrlisheim Turckheim (68230);0688458004;http://www.bcr-secretariat.fr
Laurence Dorval - Atout+2Com;Graphiste;Chemin de Bramejean La Bastidette Mallemort (13370);0688858091;http://atoutplus2com.fr
HM Formation (Henri MAUPIN);Formateur pour adultes;1 Rue des VOSGES Montreux-Château (90130);0647418364;
Mélanie Duong Dinh Hy;Directrice Artistique Branding / Digital;Paris 16 (75016);0624397120;http://www.mduongdinhhy.com
ID’PIX STUDIO;infographiste webdesigner;685 CHEMIN DES PRES Biot (06410);0622107562;https://www.idpixstudio.com
Ewa Lazaruk-Démézet;Traductrice et interprète en langue polonaise;Nantes (44000);0680782238;http://www.trad-art.fr
LN Studio;Impression 3D;40 Rue Jean-Pierre Petit Blagnac (31700);;https://www.facebook.com/LN3DStudio
Isabelle Tonnaire;Psychologue clinicienne;8 avenue émile zola Thouars (79100);0614500033;https://www.tonnaire-psychologue-thouars.com/
Stéphanie Lemoine;Formatrice conduite Pl-transport en commun SST, Caces R 389-R386, éco-conduite;Saint-Jacques-de-la-Lande (35136);;
Noomadia • Jennifer Fatni;Consultante en communication;5 rue Paule Marrot BP271 Bordeaux (33300);0643018221;https://www.noomadia.com/
Caroline Ville;Traductrice;Maisons-Alfort (94700);;https://www.linkedin.com/in/caroline-ville-a6a64454
M.A.D@ssist;Assistante de direction indépendante;La Rochelle (17000);0650611351;
Le cuir buissonnier;travail artisanal du cuir;La Buisse (38500);;https://le-cuir-buissonnier.fr
Chloé METAHRI;Consultante & formatrice en visibilité web, Chef de projet digital Freelance;Tours (37000);;http://www.chloe-metahri.fr/
JUGAD;Expert Communication / Site Internet;Route d'Espagne Toulouse (31000);0663084422;http://jugad.fr
Marie Gervaise;Traductrice indépendante;33 rue de la tranquillité Lille (59800);+33783749433;http://www.mariegervaise.com
Pauline Cheyrouze Photographe;Photographe;7 square Frédéric Joliot Curie Le Plessis-Robinson (92350);0614222330;http://www.paulinecheyrouze.com
NORCA Yannick;Psychologue, Psychothérapeute, Hypnothérapeute;74 boulevard Voltaire Paris 11 (75011);;https://norca-psychologie.fr/
Pierre-Philippe Baron   Aix-Electroadom;Dépannage électroménager;Aix-en-Provence (13100);0634601632;https://aix-electroadom.fr/
thierry forny;réalisateur vidéo concepteur lumière spectacle;2 rue saint michel Herrlisheim-près-Colmar (68420);0628622178;
José Manuel AGUIRRE RUIZ;Enseignant;85, Rue Grande Champagne-sur-Seine (77430);0603917982;
Mélanie Démeraux;Traductrice;1 rue Stéphane Mallarmé Brest (29200);0646705893;https://www.silex-et-parchemin.fr
Anthony Barrin;Développeur Web PHP Mysql;Marseille (13010);0647381610;http://www.creez-votre-site.fr
Laetitia Remericq;Coach rédactionnel;163 rue Saint Joseph Bousbecque (59166);0672140793;http://www.desmotsenligne.com
Parcours Anglais;Formation d'anglais;5 Rue de la Ville Deneu Corseul (22130);0296827153;http://www.parcoursanglais.fr
Maiwenn L'Hostis;Naturopathe et réflexologue plantaire / Formatrice et consultante en gestion;58 rue Marcel Sembat Saint-Nazaire (44600);0681526326;http://www.maiwenn-naturo.com
Arnaud DELARUE;Développeur Windev, WebDev, Windev Mobile 20ans exper.;Claira (66530);0683712125;
AIDECM / VIDAL;Conseil et dépannage informatique;Douarnenez (29100);0627574258;
SIDJEE-EVENT;animateur disc-jockey;67 avenue Louise Michel Savigny-le-Temple (77176);06.13.80.33.43;https://www.sidjee-event.com
Entrerise Individuelle-Christian Sanz  DRIVER COACH SERVICES;Conducteur Autocars Indépendant-pour les Sociétés de Transports Voyageurs;33, Rue Castelbajac Grenade (31330 );0033660132213;http://www.conducteur-independant.com
Bonhomme Jacques;Formateur en expression vocale;4 bis Impasse de la pensée Fonsorbes (31470);0671614271;http://voix-energie.com
ANNE H U PHOTOGRAPHE;Photographe;Paris 18 (75018);;
A l'abri des Lezards;Vente à distance de bijoux et accessoires de Mode;Colombes (92700);;http://www.alabrideslezards.com
Natur'Opoils;Toilettage canin;Auzielle (31650);0666317779;http://www.naturopoils.fr
Yogifolies;Créatrice textile;Strasbourg (67200);;http://www.yogifolies.fr
LES INOXYDABLES;E-COMMERCANT;benjamin saint Pierre Sainte-Anne-d'Auray (56400);0628331034;http://www.les-inoxydables.com
Graphothérapeute Marie-Eléonore Gandouly;Graphothérapeute - Graphologue;61 rue fontaine La Madeleine (59110);0658243714;http://www.megandouly.fr
DESTINATION MOBILITES;Organisateur de stages linguistiques et professionnels en Europe;La Rochelle (17000);0820690141;http://www.destinationmobilites.org
Aurélie MAZET;Agent de vignerons et dégustation de vins;43 rue roger jourdain Rueil-Malmaison (92500);0644942330;http://www.aureliemazet.com
HC Dev;Analyste programmeur (Spécialisation Microsoft Office/VBA);3, parvis de la Bièvre Le Triton, apt.51 Antony (92160);;http://hc-dev.fr
David Bost;Webmaster / Community Manager / Formateur;Saint-Jean-de-Braye (45800);;https://www.david-bost.fr/
BRC CONSEIL RH;CONSULTANTE RESSOURCES HUMAINES;Montauroux (83440);0678327797;
LA PLUME DE PIERROT;écrivain public/formatrice au Certificat Voltaire;2 passage Flourens Paris 17 (75017);0659514094;http://www.laplumedepierrot.com
1001Déménagements.com;Déménageur;34 rue severine Villeurbanne (69100);0437247097;http://www.1001demenagements.com
DUVIGNEAU;Ingenierie,etudes technique;39 alexis puyo Saint-Médard-en-Jalles (33160);0556989163;
Boko'Délices;Chef cuisinier à domicile;avenue Pierre Brossolette Montrouge (92120);0767433632;https://www.boko-delices.fr
SOPHIE MERLIN;Professeur de Guitare Classique;11 rue des Ecoles Colombes (92700);‭0157678340‬;http://www.cours-guitare-merlin-colombes.fr
GG PRESTA BOUCHERIE;PRESTAIRE BOUCHERIE MAITRE ARTISAN;9 CLOS DES MOULINS A VENT Bréhal (50290);0783563836;
LA SOURIS & LA PLUME;Écrivain-Conseil©;4 AVENUE ANTOINE QUINSON Vincennes (94300);0658588799;http://www.lasourisetlaplume.fr
Sasecretaire;Secretaire independante;Saint-Jean-de-Gonville (01630);;
VBSP;Sécurité, Gardiennage, Audit et Conseil;76, avenue de Narbonne Durban-Corbières (11360);0764148365;
Rénovation du Roussillon;Multi-services rénovation;Toulouges (66350);0637908452;
Patrick FAURE;Microentrepreneur Bio Transfer Consultant;Paris 4 (75004);0769405057;http://www.linkedin.com/in/patrick-faure-phd-7pa-3trfau
Paris pocket - Facilitateur de vie ®;Assistante administrative;Paris 11 (75011);;http://www.paris-pocket.com
CHRIService59;multiservice renovation;68 BIS IMPASSE MACAIRE Caudry (59540);0768237627;
GTI Propreté;Nettoyage courant des bâtiments;6 RUE JEAN MOULIN Saint-Arnoult-en-Yvelines (78730);0185770166;http://www.gti-proprete.com
DAUSSY ELISABETH;Formatrice bureautique informatiqu;57 Rue Lafaurie Monbadon Bordeaux (33000);0611472864;http://www.elisabethdaussy.com
BATI-ASSISTANAT;Assistante pour les pros du bâtiment;9 allée de Vicdessos Colomiers (31770);0659492594;https://www.bati-assistanat.fr
kyubes Nancy Angama;Consultante en communication, développement commercial, relations presse et publiques.;7 esplanade de Chantilly Bat F - APPT 124 Neuilly-sur-Marne (93330);0660688433;
Catherine Balance;Coach, consultante;Boulogne-Billancourt (92100);;http://www.catherinebalance.com
LAETICANIS;Educateur Comportementaliste canin;28 avenue Pasteur Clayes-sous-Bois (78340);;http://www.laeticanis.com
Wolfgang LOBERT;Traducteur;Peyriac-de-Mer (11440);;http://swingtranslations.com
ENCRE MAGIQUE;Assistante Administrative de Gestion aux TPE/PME;11 Rue W. Mozart Labenne (40530);0640822457;
Virginie Lefranc;"Thérapeute, Coach de vie, Auteur de la chronique ""Changer son regard""";La vague 1 4 promenade Guynemer Saint-Aubin-sur-Mer (14750);09.53.37.73.27;https://www.stresspsychotherapie.fr/
MIG COACHING;Coach;Bry-sur-Marne (94360);0607414865;http://www.migcoaching.com/
dr RUEL Michel;Formateur en hypnose;Paris 3 (75003);0671590758;
Géraldine HAEGELI;Sophrologue et formatrice;49, avenue Victor Cresson Issy-les-Moulineaux (92130);0687415550;https://geraldine-haegeli.com
Philippe ISTRIA;Traducteur - Correcteur;Clamart (92140);0663819282;
LA TOURNERIE - Atelier de Création en Bois;Artisan Tourneur sur bois;5 RUE DES DEUX PONTS La Chapelle-Saint-André (58210);;http://www.atelierdelatournerie.com
Autoentrepreneur Boitor Vasile;Peinture, maçonnerie, carrelage;33 Hameau la Voie Neuve Chalo-Saint-Mars (91780);0634232419;
Pascal Clair;transcripteur;Livron-sur-Drôme (26250);0667603139;
Christophe Jacquin;Maquettiste pour l'architecture;35 Rue Henri Tagnères Toulouse (31400);0561532121;https://jacquin-maquettes.com/
cabinet de sophrologie hypnose;sophrologue hypnotherapeute;8 rue de l'Eglise Saint-André-les-Vergers (10120);0613255260;http://sophrologue-dasilva.fr
tempérance &sophrosyne Mahauld;Estheticienne Relaxologue;Roubaix (59100);0601761428;http://candiceinstitut.lescigales.org
AKIBA;Conseil en Optimisation de Coûts;3 rue banville d'hostel Mont-Saint-Aignan (76130);0668963756;http://www.expensereduction.com
Eliane BARNAY-GODIER;coache professionnelle;SHOELCHER (97233);0696353853;
MEDIA WEB SOLUTIONS;Création de sites web & social media, web ranking, SEO, stratégies digitales;919 Corniche Marius Escartefigue Le Haut Faron Toulon (83200);0674451918;https://www.mediaweb.solutions
Sixtine Services;Assistante Indépendante;1 rue Roger Salengro Cramoisy (60660);06.27.54.54.11;http://www.sixtine-services.com
VNSECRETARIAT;Assistante indépendante;Orléans (45000);06.34.07.85.64;http://www.veroniquenoyellesecretariat.fr/
Hervé JOUVIN;Praticien training neurosensoriel auditif Hipérion;3, rue de l'arrivée Paris 15 (75015);0982515749;
BORDERIE;Agent Commercial Indépendant;Puteaux (92800);06.10.85.48.93;http://www.edgemega.com
Ethi'P;Accompagne les entreprises dans la prévention des risques professionnels;75 rue du general leclerc Bois-Colombes (92270);0675649597;http://www.ethip.fr
CS-CONNECT;Conseils pour les affaires en gestion et accompagnement TPE;rue de la vie de lariot 58 Brézins (38590);0662198417;
Nadia;Coach/ Formatrice en anglais;BP62 Avallon (89202);0663093904;
Une pierre par jour;Lithothérapeute;Montlaur (31450);;http://www.unepierreparjour.fr
REMI BAILLY;Consultant WebMarketing spécialisé en Référencement Naturel et Payant;Bordeaux (33000);0621340457;https://www.remibailly.com
Deborah toilettage à domicile;Toiletteur chiens, chats, chevaux;Coulimer (61360);0611300728;
Echappée Web;Webmaster Freelance Wordpress - Création de sites internet;2 chemin du Ruisseau Wisches (67130);0611123235;https://www.echappee-web.fr
NHD Technology - Nicolas HARLINGUE;Développeur web & d'applications métier;La Roche-sur-Yon (85000);0671744857;https://www.nhd-technology.fr
SOLAR Conseil;Ingénieur conseil ENR;14 RUE DU MOLLBERG Mollkirch (67190);0611056356;
Hélène Fromont - Formation Coaching Conseil;Formatrice Coach Consultante;Paris 18 (75018);0607092439;http://www.repaira.fr/les-fondateurs-du-reseau/
Vilma PUZ;Assistante polyvalente;78 rue de la Villette Paris 19 (75019);0698769414;
Pacs-Coaching;Coach professionnel;30 Bis rue Sibuet Paris 12 (75012);0672015849;http://pacs-coaching.fr
Click-&-Trads;Traducteur-Localisateur;Tours (37000);;
Sabeha Brunet Wedding Planner;Wedding Planner;14 Bd de Verdun Andernos-les-Bains (33510);0769457470;http://sabeha-mariages.fr
Jérôme Gauthier;Coach Consultant & Hypnothérapeute;7 rue de Tillancourt Château-Thierry (02400);0660316285;http://www.jerome-gauthier.fr
Sandrine Alb;Ingénieure pédagogique multimédia;Niort (79000);;https://www.ipminteractivesolutions.com/
Chacha Madmoiselle is doing Yoga;Professeur de Yoga Barre;66, Rue d’Allonville Nantes (44000);0641444065;http://chachamadmoiselle.com/
Audrey Gaillard Secrétaire Indépendante;Secrétaire indépendante;Senillé (86100);0752614057;http://facebook.com/secretaire.independante.audreygaillard
SOBAELEC;Electricité Générale;23 Rue Georges Teissier Saint-Étienne (42000);0783230454;
Gilles RAINAUD;Développeur Web Full Stack;18 rue de la Convention Nantes (44100);0661361514;
CHAPITEAUX'N SHOWS;EVENEMENTIEL SOUS CHAPITEAUX DE CIRQUE / LOCATION DE CHAPITEAUX DE CIRQUE / SPECTACLES;Vaux-lès-Saint-Claude (39360 );0648243936;http://www.chapiteaux-n-shows.com
Shiatsu-Gironde;Praticienne en Shiatsu;Saint-André-de-Cubzac (33240 );0628411397;http://www.shiatsu-gironde.fr
LanguageApart;Formatrice pour Adultes;Nantes (44100);;http://www.languageapart.com
INTER ALIA;Assistante Administrative Indépendante;1 rue de l'Aigle Ammerschwihr (68770);0636379622;http://www.interalia.fr
L'Atelier du Bout d'A Haut;Tapissier Garnisseur et Couture d'Ameublement;33 rue du Bout d'A Haut Montlouet Gallardon (28320);0663700915;http://latelierduboutdahaut.fr
Didier BROCHON;"CONSEIL : en communication ; en fiscalité des particuliers ; dans les métiers d'écriture : relecteur-correcteur ; rédacteur ; web-rédacteur";Saint-Avertin (37550);;http://www.cdjf-casav.com
LBH Transmission;Conseil en transmission d'entreprise;Angers (49000);;
Géraldine Ramsay;Sophrologue - Energéticienne;6 bis rue Berthe Chaville (92370);0611977716;http://www.geraldine-ramsay.com
Majzel Francis;Dessinateur BTP (Plans, permis de construire, ...);Ghisonaccia (20240);0619774558;
A LA SAUCE TANGO;Professeur de Tango Argentin - Vendeur de chaussures de Tango;45, rue de Kerariou Trébeurden (22560);06-22-01-50-42;http://www.alasaucetango.com
S2R COMMUNICATION Télésecrétariat;Télésecrétariat - Centre d'appels;Fécamp (76400);;http://www.s2rcommunication.fr
Allovox;Agence web - Création et référencement de site internet;Chambéry (73000);;https://www.sitewebconception.fr
Jaspe Couture;Mercerie et Cours de couture;49 rue Georges Courteline Villeurbanne (69100);0783342288;https://jaspecouture.com/
EL M'HAMEDI Elhoucine;DESSINATEUR PROJETEUR;163A AVENUE JEAN JAURES Le Petit-Quevilly (76140);0622651800;
Atelier Picorina;Créatrice Papier;ZA la briquetrie RD 307 Bât les vignes de Perigord Feucherolles (78810);;https://www.corinne-mislin.fr
Académie Francophone d'Astropsychologie;Formations en ligne en astrologie;1 Bd du Jeu de Ballon Grasse (06130);0489729261;https://www.academie-francophone-astropsychologie.com
Shanti massage , escale zen;masseuse;28 rue de pont aven appartement 9 Nantes (44300);0658814361;https://www.shanti-massage.com/
ASSALA SECURITE INCENDIE;AUDIT / CONSEIL / FORMATION;150 du président Wilson Levallois-Perret (92300);0628050979;
BIO DE FRANCE;Revendeur produit d'entretien ,et de cosmétique BIO;Virieu-le-Grand (01510);0609358642;http://www.biodefrance.com
André-Daniel REY;Conseiller Commercial;15 Rue des Pontis Gattières (06510);0668852129;
Pierre KUHN;Développeur web et webmaster;Lentigny (42155);;https://www.clic-informatique-roannais.fr
Véronique Cunningham;Psychopraticienne;260 rue du Faubourg Croncels Troyes (10000);0651447728;http://www.entrenoussoidit.fr
Cécile Verdier CM;Community Manager;Pau (64000);0624335476;
A@P;Assistante administrative freelance;14 Ter rue de la mongendrière La Chapelle-sur-Erdre (44240);0687262496;
PASQUET Florent;Votre métier SOMATOPATHIE - OSTEOPATHIE POYET;6 rue des Coteaux de Grandlieu Bouaye (44830);0642291032;http://www.pasquet-somatopathie.fr
IRAD;Réseaux informatiques-Maintenance-Formation;Linselles (59126);+33683318441;
LE BEC Gerard;SECURITE conseil;10 allée de la porte des champs Chambourcy (78240);0659483362;
Annabelle Girard;Traductrice Anglais/Allemand > Français, prestataire de services linguistiques;Bolsenheim (67150);;http://www.annabellegirard.eu
LE BEC Gérard;Vente intrusion vidéo incendie;10 allée de la porte des champs Chambourcy (78240);0659483362;
ROUYER Gérard Réflexothérapeute;Réflexologue Plantaire et Palmaire;8 Route de Reviers ZI Sud ZI Sud Courseulles-sur-Mer (14470);0646327597;http://www.gerardmagnetiseur.com
Instant-Gestion;Editeur de logiciels de gestion pour micro-entrepreneurs;Saint-Sébastien-sur-Loire (44230);;https://instant-gestion.fr
Mickaël Maury (Votre Consultant Digital);Consultant digital, créateur de sites web;Neschers (63320);0670933465;https://mickael-maury.fr
phyto-soins;e-commerce phytothérapie, aromathérapie et nutrithérapie;313 chemin de la cote Hautot-le-Vatois (76190);0681802337;http://www.phyto-soins.com
Pierre Steiner;Entretien et réparation de véhicules légers;22 rue du stade Lemberg (57620);0681321836;
MARIETEAMDECO;Peintre en décoration d'intérieur;25 ROUTE DE QUIMPER Gouesnach (29950);0606459597;https://www.houzz.fr/pro/marieteamdeco/marieteamdeco
Märchenland;Créatrices de sacs et de petite maroquinerie;Ballersdorf (68210);0660792288;http://www.maerchenland.fr
BiOPONi;Consultant et Formateur en Aquaponie;Morlhon-le-Haut (12200);0683051076;https://www.bioponi.fr
Franz demay;Commerçant;Floirac (33270);;http://www.brandschic.com
Quentin Michelon;Consultant en affaires publiques;Paris 12 (75012);0647938803;http://www.boetie-ap.eu
Executive English;Formatrice d'anglais professionnel et technique;67 Chemin de la Butte, Résidence Mermo Residence Mermoz, F Toulouse (31400);0662048675;http://www.executiveenglishtuition.com
BABEL TWO;Traducteur/interprète technique EN-FR et FR-EN;6 de la Prévoyance Antony (92160);0662547533;
Nicolas MAUHIN;Consultant formateur web | Agence web;Reims (51100);+33617343925;https://www.nicolas-mauhin.fr/
Eirl Segain Franck;plombier, électricien, petits travaux;Laure-Minervois (11800);0752029926;
Magnétiseur Didier Gendraud;magnétiseur bio-énergéticien;15 bis rue Henri Fertet Besançon (25000);0616282222;http://www.didiergendraud.com
Alice Gren;rédactrice - journaliste web;Paris 20 (75020);0620576129;http://alicegren.fr
CeGdO;Conseil en Géométrie d'Ouvrage;36 Traepegger Dunkerque (59140);0769974000;
Claude FAVIER;Expert technique et maître d'oeuvre en batiment;2, allée de la bannière Mareil-sur-Mauldre (78124);0680984267;http://www.socerbau-favier.fr
Relecteur.com;Correction de textes;Saint-Martin-Bellevue (74370);;http://relecteur.com
VeronikA;Maquettiste PAO;Salon-de-Provence (13300);;https://www.facebook.com/VeronikA-160752010680819
Harmonie & Croissance - Christelle Hauteville-Chadorla;Formatrice et thérapeute : Karmathérapie, Hypnoses, Coaching, Reiki;25 rue Laennec Bourges (18000);0687800860;http://www.harmoniecroissance.com
CSI du Léman;Secrétaire indépendante;156 route de Neydens Neydens (74160);+33613761649;http://www.csi-du-leman.fr
LA SOURIS & LA PLUME;Écrivain-Conseil©;Vincennes (94300);0658588799;http://www.lasourisetlaplume.fr
Mathieu Pellegrin;Ingénieur web fullstack;Montlaux (04230);0972343707;https://www.mathieu-pellegrin.fr/
Les Harmoniques;Artiste-Musicienne;Paris 11 (75011);0689617252;http://www.lepianolunaire.com
Goyon Conseils;Conseiller ,Animateur Culinaire;Tours (37100);0624718035;
LEPAROUX VERONIQUE;SERVICES DE BUREAU;Betton (35830);0682199733;
boutiquebohochicboheme2010;Commerçant prêt à porter;10 RUE DES ECOLES La Charité-sur-Loire (58400);0386700371;https://www.boutiquebohochicboheme2010.com/
Grégoire LECLERCQ;Consultant, conférencier;4 RUE DE LA MARE Orcemont (78125);;
Gaelle Germain;Psychopraticienne;11 rue de Terre-Noire Angers (49100);0670742885;http://www.gaelle-germain.fr
Creizic.com;Création de sites internet et Formatrice pour adultes;Nantes (44100);;https://creizic.com/
